title,creators,year_or_source,source_queries_matched,permalink
DRIVE: Dockerfile Rule Mining and Violation Detection,"Zhou, Yu ; Zhan, Weilin ; Li, Zi ; Han, Tingting ; Chen, Taolue ; Gall, Harald","ACM transactions on software engineering and methodology, 2023-12, Vol.33 (2), p.1-23, Article 30",GS;SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3617173
KubeHound: Detecting Microservices’ Security Smells in Kubernetes Deployments,"Dell’Immagine, Giorgio ; Soldani, Jacopo ; Brogi, Antonio","Future internet, 2023-07, Vol.15 (7), p.228",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_3390_fi15070228
Polyglot Code Smell Detection for Infrastructure as Code with GLITCH,"Saavedra, Nuno ; Goncalves, Joao ; Henriques, Miguel ; Ferreira, Joao F. ; Mendes, Alexandra","IEEE/ACM International Conference on Automated Software Engineering : [proceedings], 2023, p.2042-2045",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10298400
RUDSEA: recommending updates of Dockerfiles via software environment analysis,"Hassan, Foyzul ; Rodriguez, Rodney ; Wang, Xiaoyin","2018 33rd IEEE/ACM International Conference on Automated Software Engineering (ASE), 2018, p.796-801",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9000007
Automated detection of algorithm debt in deep learning frameworks: an empirical study,"Simon, Emmanuel Iko-Ojo ; Hettiarachchi, Chirath ; Potanin, Alex ; Suominen, Hanna ; Fard, Fatemeh","Empirical software engineering : an international journal, 2026-05, Vol.31 (3), p.66, Article 66",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_026_10807_5
Exploring the relationship between dockerfile quality and project characteristics,"Wu, Yiwen","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Companion Proceedings, 2020, p.128-130",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3377812_3382169_brief
DRMiner: A Tool For Identifying And Analyzing Refactorings In Dockerfile,"Ksontini, Emna ; Abid, Aycha ; Khalsi, Rania ; Kessentini, Marouane","Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.584-594",GS;SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644921_brief
A Large-scale Data Set and an Empirical Study of Docker Images Hosted on Docker Hub,"Lin, Changyuan ; Nadi, Sarah ; Khazaei, Hamzeh","Proceedings - Conference on Software Maintenance (1987), 2020, p.371-381",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9240654
Assessing and Improving the Quality of Docker Artifacts,"Rosa, Giovanni ; Scalabrino, Simone ; Oliveto, Rocco","Proceedings - Conference on Software Maintenance (1987), 2022, p.592-596",GS;SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9978228
Continuous Quality Improvement of AI-based Systems: the QualAI Project,"Novielli, Nicole ; Oliveto, Rocco ; Palomba, Fabio ; Calefato, Fabio ; Colavito, Giuseppe ; De Martino, Vincenzo ; Della Porta, Antonio ; Giordano, Giammaria ; Guglielmi, Emanuela ; Lanubile, Filippo ; Quaranta, Luigi ; Recupito, Gilberto ; Scalabrino, Simone ; Spina, Angelica ; Vitale, Antonio; Franch, Xavier ; Daneva, Maya ; Martínez-Fernández, Silverio ; Quaranta, Luigi","Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, 2024, p.603-607",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3674805_3695393_brief
Burner: Recipe Automatic Generation for HPC Container Based on Domain Knowledge Graph,"Zhong, Shuaihao ; Wang, Duoqiang ; Li, Wei ; Lu, Feng ; Jin, Hai; Wang, Yingjie","Wireless communications and mobile computing, 2022, Vol.2022 (1)",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_hindawi_primary_10_1155_2022_4592428
Predicting Software Refactoring With a Reinforcement Learning Framework Using Deep Q Network,"Misra, Sanjay ; Patnaik, Archana ; Padhy, Neelamadhab ; Kumar, Lov ; Panigrahi, Rasmita","International journal of software science and computational intelligence, 2025-11, Vol.17 (1), p.1-28",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_4018_IJSSCI_393452
Modus: a Datalog dialect for building container images,"Tomy, Chris ; Wang, Tingmao ; Barr, Earl T. ; Mechtaev, Sergey","Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering, 2022, p.595-606",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3540250_3549133
Developer interaction traces backed by IDE screen recordings from think aloud sessions,"Yamashita, Aiko ; Petrillo, Fabio ; Khomh, Foutse ; Guéhéneuc, Yann-Gaël","2018 IEEE/ACM 15th International Conference on Mining Software Repositories (MSR), 2018, p.50-53",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3196398_3196457_brief
FindICI: Using machine learning to detect linguistic inconsistencies between code and natural language descriptions in infrastructure-as-code,"Borovits, Nemania ; Kumara, Indika ; Di Nucci, Dario ; Krishnan, Parvathy ; Palma, Stefano Dalla ; Palomba, Fabio ; Tamburri, Damian A. ; Heuvel, Willem-Jan van den","Empirical software engineering : an international journal, 2022-12, Vol.27 (7), p.178, Article 178",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2718637866
"Exploring the Dependency Network of Docker Containers: Structure, Diversity, and Relationship","Zhang, Yinyuan ; Zhang, Yang ; Wu, Yiwen ; Lu, Yao ; Wang, Tao ; Mao, Xinjun","12th Asia-Pacific Symposium on Internetware, 2020, p.199-208",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3457913_3457927
From static code analysis to visual models of microservice architecture,"Cerny, Tomas ; Abdelfattah, Amr S. ; Yero, Jorge ; Taibi, Davide","Cluster computing, 2024-07, Vol.27 (4), p.4145-4170",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3087437817
Patterns of multi-container composition for service orchestration with Docker Compose,"Eng, Kalvin ; Hindle, Abram ; Stroulia, Eleni","Empirical software engineering : an international journal, 2024-05, Vol.29 (3), p.65, Article 65",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3050366414
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations: The Case for Microservice Architecture,"Sorgalla, Jonas ; Wizenty, Philip ; Rademacher, Florian ; Sachweh, Sabine ; Zündorf, Albert","SN computer science, 2021-11, Vol.2 (6), Article 459",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s42979_021_00825_z
Understanding and Predicting Docker Build Duration: An Empirical Study of Containerized Workflow of OSS Projects,"Wu, Yiwen ; Zhang, Yang ; Xu, Kele ; Wang, Tao ; Wang, Huaimin","Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering, 2022, p.1-13",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3551349_3556940
A study of how Docker Compose is used to compose multi-component systems,"Ibrahim, Md Hasan ; Sayagh, Mohammed ; Hassan, Ahmed E.","Empirical software engineering : an international journal, 2021-11, Vol.26 (6), Article 128",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_021_10025_1
Securing the Foundation of AI: A Deep Dive into Dependency Management and Security in Deep Learning Frameworks,"Tan, Xin ; Hou, Bo ; Zhang, Li","ACM transactions on software engineering and methodology, 2026-02",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1145_3798048
Unveiling the Energy Vampires: A Methodology for Debugging Software Energy Consumption,"Roque, Enrique Barba ; Cruz, Luis ; Durieux, Thomas","Proceedings / International Conference on Software Engineering, 2025, p.2406-2418",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1109_ICSE55347_2025_00118
Enhancing software quality of CI/CD pipeline through continuous testing: a DevOps-driven maintainable hybrid automation testing framework,"Patel, Akshit Raj ; Tyagi, Sulabh","International journal of information technology (Singapore. Online), 2025-09, Vol.17 (7), p.4119-4133",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3255830003
Applying Model-Driven Engineering to Stimulate the Adoption of DevOps Processes in Small and Medium-Sized Development Organizations,"Sorgalla, Jonas ; Wizenty, Philip ; Rademacher, Florian ; Sachweh, Sabine ; Zündorf, Albert","SN computer science, 2021-11, Vol.2 (6), p.459",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2932345182
A Dataset of Microservices-based Open-Source Projects,"Amoroso d'Aragona, Dario ; Bakhtin, Alexander ; Li, Xiaozhou ; Su, Ruoyu ; Adams, Lauren ; Aponte, Ernesto ; Boyle, Francis ; Boyle, Patrick ; Koerner, Rachel ; Lee, Joseph ; Tian, Fangchao ; Wang, Yuqing ; Nyyssölä, Jesse ; Quevedo, Ernesto ; Rahaman, Shahidur Md ; Abdelfattah, Amr S. ; Mäntylä, Mika ; Cerny, Tomas ; Taibi, Davide","Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.504-509",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644890
"GPS Pipeline: portable, scalable genomic pipeline for Streptococcus pneumoniae surveillance from Global Pneumococcal Sequencing Project","Hung, Harry C. H. ; Kumar, Narender ; Dyster, Victoria ; Yeats, Corin ; Metcalf, Benjamin ; Li, Yuan ; Hawkins, Paulina A. ; McGee, Lesley ; Bentley, Stephen D. ; Lo, Stephanie W.","Nature communications, 2025-09, Vol.16 (1), p.8345-12, Article 8345",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3254121677
Nine quick tips for software containerization,"Moreau, David ; Wiebels, Kristina","PLoS computational biology, 2026-04, Vol.22 (4), p.e1014197",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3334062872
Toward Understanding the Security of Plugins in Continuous Integration Services,"Li, Xiaofan ; Gu, Yacong ; Qiao, Chu ; Zhang, Zhenkai ; Liu, Daiping ; Ying, Lingyun ; Duan, Haixin ; Gao, Xing","Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security, 2024, p.482-496",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3658644_3670366_brief
A multi-dimensional analysis of technical lag in Debian-based Docker images,"Zerouali, Ahmed ; Mens, Tom ; Decan, Alexandre ; Gonzalez-Barahona, Jesus ; Robles, Gregorio","Empirical software engineering : an international journal, 2021-03, Vol.26 (2), Article 19",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2491634936
Mobile Sensing with Smart Wearables of the Physical Context of Distance Learning Students to Consider Its Effects on Learning,"Ciordas-Hertel, George-Petru ; Rödling, Sebastian ; Schneider, Jan ; Di Mitri, Daniele ; Weidlich, Joshua ; Drachsler, Hendrik","Sensors (Basel, Switzerland), 2021-10, Vol.21 (19), p.6649",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_s21196649
Why and how developers maintain smart contracts,"Rosa, Giovanni ; Scalabrino, Simone ; Mastrostefano, Stefano ; Oliveto, Rocco","Empirical software engineering : an international journal, 2025-05, Vol.30 (3), p.84, Article 84",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s10664_025_10639_9
Assessing the adoption of security policies by developers in terraform across different cloud providers,"Verdet, Alexandre ; Hamdaqa, Mohammad ; Silva, Leuson Da ; Khomh, Foutse","Empirical software engineering : an international journal, 2025-06, Vol.30 (3), p.74, Article 74",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3173400446
A container-based workflow for distributed training of deep learning algorithms in HPC clusters,"González-Abad, Jose ; López García, Álvaro ; Kozlov, Valentin Y.","Cluster computing, 2023-10, Vol.26 (5), p.2815-2834",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1007_s10586_022_03798_7
Design and Implementation of Cloud Docker Application Architecture Based on Machine Learning in Container Management for Smart Manufacturing,"Kim, Byoung Soo ; Lee, Sang Hyeop ; Lee, Ye Rim ; Park, Yong Hyun ; Jeong, Jongpil","Applied sciences, 2022-07, Vol.12 (13), p.6737",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_doaj_primary_oai_doaj_org_article_75476a69c0934b73aaacb68c1ff5089f
Explodox: unleashing exploit-DB data for automated exploits generation,"d’Ambrosio, Nicola ; Pacchiano, Vittoria ; Perrone, Gaetano ; Romano, Simon Pietro","Journal of Computer Virology and Hacking Techniques, 2026-12, Vol.22 (1), p.49",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3351771682
Authentication Challenges and Solutions in Microservice Architectures,"Aldea, Constantin Lucian ; Bocu, Razvan","Applied sciences, 2025-11, Vol.15 (22), p.12088",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_3390_app152212088
Too many images on DockerHub! How different are images for the same system?,"Ibrahim, Md Hasan ; Sayagh, Mohammed ; Hassan, Ahmed E","Empirical software engineering : an international journal, 2020-09, Vol.25 (5), p.4250-4281",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_journals_10_1007_s10664_020_09873_0
Envyr: Instant Execution with Smart Inference,"Chaudhry, Tanmay ; Garg, Abhay ; Pathak, Yogesh","Procedia computer science, 2024, Vol.238, p.1068-1073",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_primary_10_1016_j_procs_2024_06_136
Bridging the Theory-Practice Gap in a Maintenance Programming Course: An Experience Report,"Ouhbi, Sofia","IEEE/ACM International Conference on Software Engineering: Software Engineering Education and Training (Online), 2024, p.359-367",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_10554707
CONTAIN4n6: a systematic evaluation of container artifacts,"Mishra, Anand K. ; Pilli, Emmanuel S. ; Govil, Mahesh C.","Journal of cloud computing : advances, systems and applications, 2022-12, Vol.11 (1), p.1-14, Article 28",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_2704122019
AI in the Software Development Lifecycle: Insights and Open Research Questions,"Guimaraes, Everton ; Nascimento, Nathalia","Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering, 2025, p.1353-1357",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3696630_3730538_brief
"Sharing Software-Evolution Datasets: Practices, Challenges, and Recommendations","Broneske, David ; Kittan, Sebastian ; Krüger, Jacob","Proceedings of the ACM on software engineering, 2024-07, Vol.1 (FSE), p.2051-2074, Article 91",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3660798
A Web-Based Docker Image Assistant Generation Tool for User-PC Computing System,"Aung, Lynn Htet ; Funabiki, Nobuo ; Aung, Soe Thandar ; Zhou, Xudong ; Xiang, Xu ; Kao, Wen-Chung","Information (Basel), 2023-05, Vol.14 (6), p.300",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_onefilemisc_PPIS_A758318019
Mining container image repositories for software configuration and beyond,"Xu, Tianyin ; Marinov, Darko","2018 IEEE ACM 40th International Conference on Software Engineering New Ideas and Emerging Technologies Results (ICSE NIER), 2018, p.49-52",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3183399_3183403
Model-driven Generation of Microservice Architectures for Benchmarking Performance and Resilience Engineering Approaches,"Düllmann, Thomas F. ; van Hoorn, André","Proceedings of the 8th ACM/SPEC on International Conference on Performance Engineering Companion, 2017, p.171-172",SQ2,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3053600_3053627_brief
Static Vulnerability Analysis of Docker Images,"Jain, Vipin ; Singh, Baldev ; Khenwar, Medha ; Sharma, Milind","IOP conference series. Materials Science and Engineering, 2021-04, Vol.1131 (1), p.12018",GS;SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1088_1757_899X_1131_1_012018
Studying the Practices of Deploying Machine Learning Projects on Docker,"Openja, Moses ; Majidi, Forough ; Khomh, Foutse ; Chembakottu, Bhagya ; Li, Heng; Staron, Miroslaw ; Berger, Christian ; Simmonds, Jocelyn ; Prikladnicki, Rafael","Proceedings of the International Conference on Evaluation and Assessment in Software Engineering 2022, 2022, p.190-200",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3530019_3530039
Challenges in Docker Development: A Large-scale Study Using Stack Overflow,"Haque, Mubin Ul ; Iwaya, Leonardo Horn ; Babar, M. Ali","Proceedings of the 14th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM), 2020, p.1-11",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3382494_3410693_brief
Multi-language Software Development in the LLM Era: Insights from Practitioners’ Conversations with ChatGPT,"Aguiar, Lucas ; Paixao, Matheus ; Carmo, Rafael ; Soares, Edson ; Leal, Antonio ; Freitas, Matheus ; Gama, Eliakim; Franch, Xavier ; Daneva, Maya ; Martínez-Fernández, Silverio ; Quaranta, Luigi","Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, 2024, p.489-495",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3674805_3690755
InfraFix: Technology-Agnostic Repair of Infrastructure as Code,"Saavedra, Nuno ; Ferreira, João F. ; Mendes, Alexandra","Proceedings of the 34th ACM SIGSOFT International Symposium on Software Testing and Analysis, 2025, p.41-45",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3713081_3731735
Perspectives and Experiences Supporting Containers for Research Computing at the Texas Advanced Computing Center,"Ferlanti, Erik ; Allen, William J. ; Lima, Ernesto A. B. F. ; Wang, Yinzhi ; Fonner, John M.","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.155-164",SQ2;SQ3,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624587
