Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
Scientific Tests and Continuous Integration Strategies to Enhance Reproducibility in the Scientific Software Context,,"Krafczyk, Matthew ; Shi, August ; Bhaskar, Adhithya ; Marinov, Darko ; Stodden, Victoria",,"Proceedings of the 2nd International Workshop on Practical Reproducible Evaluation of Computer Systems, 2019, p.23-28",,,,,"Continuous integration (CI) is a well-established technique in commercial and open-source software projects, although not routinely used in scientific publishing. In the scientific software context, CI can serve two functions to increase reproducibility of scientific results: providing an established platform for testing the reproducibility of these results, and demonstrating to other scientists how the code and data generate the published results. We explore scientific software testing and CI strategies using two articles published in the areas of applied mathematics and computational physics. We discuss lessons learned from reproducing these articles as well as examine and discuss existing tests. We introduce the notion of a ""scientific test"" as one that produces computational results from a published article. We then consider full result reproduction within a CI environment. If authors find their work too time or resource intensive to easily adapt to a CI context, we recommend the inclusion of results from reduced versions of their work (e.g., run at lower resolution, with shorter time scales, with smaller data sets) alongside their primary results within their article. While these smaller versions may be less interesting scientifically, they can serve to verify that published code and data are working properly. We demonstrate such reduction tests on the two articles studied.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3322790_3330595
The Impact of an Automation System Built with Jenkins on the Efficiency of Container-Based System Deployment,,"Hyun, Giwoo ; Oak, Jiwon ; Kim, Donghoon ; Kim, Kunwoo",,"Sensors (Basel, Switzerland), 2024-09, Vol.24 (18), p.6002",,Automation ; Cloud computing ; Computer software ; Efficiency ; Mechanization ; Methodology ; Methods ; Software engineering,,,"This paper evaluated deployment efficiency by comparing manual deployment with automated deployment through a CI/CD pipeline using Jenkins. This study involved moving from a manual deployment process to an automated system using Jenkins and experimenting with both deployment methods in a real-world environment. The results showed that the automated deployment system significantly reduced the deployment time compared to manual deployment and significantly reduced the error rate. Manual deployment required human intervention at each step, making it time-consuming and prone to mistakes, while automated deployment using Jenkins automated each step to ensure consistency and maximized time efficiency through parallel processing. Automated testing verified the stability of the code before deployment, minimizing errors. This study demonstrates the effectiveness of adopting a CI/CD pipeline and shows that automated systems can provide high efficiency in real-world production environments. It also highlights the importance of security measures to prevent sensitive information leakage during CI/CD, suggesting the use of secrecy management tools and environment variables and limiting access rights. This research will contribute to exploring the applicability of CI/CD pipelines in different environments and, in doing so, validate the universality of automated systems.",,,,,Switzerland: MDPI AG,,,,,ProQuest Central UK/Ireland; EBSCOhost Academic Search Ultimate; Publicly Available Content Database; EBSCOhost Academic Search Complete; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_gale_infotracacademiconefile_A810795106
Local software buildability across Java versions,,"Sulír, Matúš ; Porubän, Jaroslav ; Chodarev, Sergej",,"Empirical software engineering : an international journal, 2026-05, Vol.31 (3), p.78, Article 78",,Automation ; Computer science ; Designers ; Open source software ; Translators,,,"Context
Downloading the source code of open-source Java projects and building them on a local computer using Maven, Gradle, or Ant is a common activity performed by researchers and practitioners. Several studies have so far found that about 40–60% of such attempts fail. Our experience in recent years suggests that the proportion of failed builds continually rises even further.
Objective
First, we empirically tested our hypothesis that with increasing Java versions, the percentage of build-failing projects tends to grow. Next, nine additional research questions were proposed, related mainly to the proportions of failing projects, universal version compatibility, failures under specific JDK versions, success rates of build tools, wrappers, and failure categories.
Method
We sampled 2,500 random plain Java projects having a build configuration file and meeting basic quality criteria from GitHub. We tried to automatically build every project in containers with Java versions 6 to 23 installed. Success or failure was determined by exit codes, and standard output and error streams were saved. Data were automatically processed and supplemented with manual analysis when necessary.
Results
Our hypothesis was not confirmed; there is no monotonic trend in the projects’ build success rates. From Java 8 onward, they range from 30 to 44%, with a peak at JDK 17. Downgrading the latest JDK can fix 52% of failed builds. Trying the long-term support versions (8, 11, 17, and 21) is a particularly effective build repair strategy. We also found that about 32% of projects fail for all JDKs. Gradle consistently has the lowest success rate of all tools, and builds most frequently fail during initialization and compilation.
Conclusions
Building projects with a wrong Java version is a significant failure factor. We provide actionable suggestions for language designers, build tool authors, project maintainers, researchers designing build repair tools, and developers compiling open-source projects.",,,,,New York: Springer US,,,,,SpringerLink Journals - AutoHoldings,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_journals_3307174400
Autograding Distributed Algorithms in Networked Containers,,"Maicus, Evan ; Peveler, Matthew ; Patterson, Stacy ; Cutler, Barbara",,"Proceedings of the 50th ACM Technical Symposium on Computer Science Education, 2019, p.133-138",,,,,"We present a container-based system to automatically run and evaluate networked applications that implement distributed algorithms. Our implementation of this design leverages lightweight, networked Docker containers to provide students with fast, accurate, and helpful feedback about the correctness of their submitted code. We provide a simple, easy-to-use interface for instructors to specify networks, deploy and run instances of student and instructor code, and to log and collect statistics concerning node connection types and message content. Instructors further have the ability to control network features such as message delay, drop, and reorder. Running student programs can be interfaced with via stream-controlled standard input or through additional containers running custom instructor software. Student program behavior can be automatically evaluated by analyzing console or file output and instructor-specified rules regarding network communications. Program behavior, including logs of all messages passed within the system, can optionally be displayed to the student to aid in development and debugging. We evaluate the utility of this design and implementation for managing the submission and robust and secure testing of programming projects in a large enrollment theory of distributed systems course. This research has been implemented as an extension to Submitty, an open source, language-agnostic course management platform with automated testing and automated grading of student programming assignments. Submitty supports all levels of courses, from introductory to advanced special topics, and includes features for manual grading by TAs, version control, team submission, discussion forums, and plagiarism detection.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3287324_3287505_brief
DockerizeMe: Automatic Inference of Environment Dependencies for Python Code Snippets,,"Horton, Eric ; Parnin, Chris",,"Proceedings / International Conference on Software Engineering, 2019, p.328-338",,Configuration management ; Indexes ; Libraries ; Task analysis ; Wheels,,,"Platforms like Stack Overflow and GitHub's gist system promote the sharing of ideas and programming techniques via the distribution of code snippets designed to illustrate particular tasks. Python, a popular and fast-growing programming language, sees heavy use on both sites, with nearly one million questions asked on Stack Overflow and 400 thousand public gists on GitHub. Unfortunately, around 75% of the Python example code shared through these sites cannot be directly executed. When run in a clean environment, over 50% of public Python gists fail due to an import error for a missing library. We present DockerizeMe, a technique for inferring the dependencies needed to execute a Python code snippet without import error. DockerizeMe starts with offline knowledge acquisition of the resources and dependencies for popular Python packages from the Python Package Index (PyPI). It then builds Docker specifications using a graph-based inference procedure. Our inference procedure resolves import errors in 892 out of nearly 3,000 gists from the Gistable dataset for which Gistable's baseline approach could not find and install all dependencies.",,,,,IEEE,,,,,IEEE Proceedings Order Plans (POP All) 1998-Present,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_8811897
Towards A Standardized Aerial Platform: ICUAS’22 Firefighting Competition,,"Markovic, Lovro ; Petric, Frano ; Ivanovic, Antun ; Goricanec, Jurica ; Car, Marko ; Orsag, Matko ; Bogdan, Stjepan",,"Journal of intelligent & robotic systems, 2023-07, Vol.108 (3), p.52, Article 52",,Artificial intelligence ; Competition ; Control ; Drone aircraft ; Electrical engineering ; Engineering ; Fire extinction ; Laboratories ; Mechanical engineering ; Mechatronics ; Robotics ; Robots,,,"This paper presents an Unmanned Aerial Vehicle (UAV) platform used for the competition held at the International Conference for Unmanned Aircraft Systems 2022 (ICUAS’22). The envisioned scenario in the competition is delivering an extinguishing ball to a fire with a UAV. Driven on that thought, the qualifying round of the competition is organized in a realistic simulation environment. The competitors are required to navigate through a cluttered environment into a free space, where they perform a search for the target and deliver the ball as close as possible to that target. The competition finals were organized as a part of the conference, with the same goal as in the simulation qualifiers. The UAVs used for the competition are prepared and provided by the organizers. A detailed description of the UAV software and hardware is outlined in the paper as a step towards standardizing aerial research platform.",,,,,Dordrecht: Springer Netherlands,,,,,ProQuest Central UK/Ireland; SpringerLink Journals - AutoHoldings,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_crossref_citationtrail_10_1007_s10846_023_01909_z
An Empirical Study of Fuzz Harness Degradation,,"Görz, Philipp ; Schilling, Joschua ; Bissantz, Nicolai ; Holz, Thorsten",,"Proceedings of the ACM on software engineering, 2026-06, Vol.3 (FSE), p.3746-3768, Article FSE165",,,,,"Fuzzing is a widely used technique to automatically test software for potential faults. To fuzz software projects efficiently and effectively, software developers must use fuzz harnesses, i.e., small programs that connect the fuzzer to the project’s code under test. However, as projects evolve, it is unclear whether fuzz harnesses are maintained in lockstep or left to stagnate, and whether unmaintained fuzz harnesses gradually degrade in terms of code coverage and bug-finding effectiveness. In this paper, we focus on OSS-Fuzz, the largest continuous fuzzing platform in practice, which provides harnesses for 510 security-critical open-source C/projects. These harnesses are usually contributed by project maintainers or external developers, yet their ongoing maintenance is not always ensured. Our analysis shows that, overall, harnesses exhibit only a small reduction in coverage and retain surprising longevity in their ability to uncover bugs. At the same time, we also identify cases where harnesses degrade, analyze their root causes and the involved semantics of the code changes, and categorize them systematically. Finally, we extend OSS-Fuzz and Fuzz Introspector, a companion project to investigate fuzzer performance, with new metrics to automatically detect harness degradation, enabling more effective monitoring of fuzzing quality in evolving projects.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3808172
"SWE Data Construction, Automatically!",,"Guo, Lianghong ; Wang, Yanlin ; Li, Caihua ; Tao, Wei ; Yang, Pengyu ; Chen, Jiachi ; Song, Haoyu ; Tang, Duyu ; Zheng, Zibin",,"Proceedings of the ACM on software engineering, 2026-06, Vol.3 (FSE), p.525-546, Article FSE024",,,,,"Constructing large-scale datasets for the GitHub issue resolution task is crucial for both training and evaluating the software engineering capabilities of Large Language Models (LLMs). However, the existing GitHub issue resolution data construction pipeline is challenging and labor-intensive. We identify three key limitations in existing pipelines: (1) test patches collected often omit binary file changes; (2) the manual construction of evaluation environments is labor-intensive; and (3) the fail2pass validation phase requires manual inspection of test logs and writing custom parsing code to extract test status from logs. In this paper, we propose SWE-Factory, a fully automated issue resolution data construction pipeline, to resolve these limitations. First, our pipeline automatically recovers missing binary test files and ensures the correctness of test patches. Second, we introduce SWE-Builder, an LLM-based agentic system that automates evaluation environment construction. Third, we introduce a standardized, exit-code-based log parsing method to automatically extract test status, enabling a fully automated fail2pass validation. Experiments on 671 real-world GitHub issues across four programming languages show that our method can effectively construct valid evaluation environments for GitHub issues at a reasonable cost. For example, with GPT-4.1 mini, our SWE-Builder constructs 337 valid task instances out of 671 issues, at $0.047 per instance. Our ablation study further shows the effectiveness of different components of SWE-Builder. We also demonstrate through manual inspection that our exit-code-based fail2pass validation method is highly accurate, achieving an F1 score of 0.99. Additionally, we conduct an exploratory experiment to investigate whether we can use SWE-Factory to enhance models’ software engineering ability. After training five models on 2,809 Python task instances collected by our method, all models show improved software engineering ability. For example, the resolve rate of a trained Qwen2.5-Coder-14B-Instruct on SWE-bench Verified increases from 5.8% to 21.0%. We hope our method can accelerate the construction of large-scale, high-quality GitHub issue resolution datasets for both training and evaluation.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_primary_3797119
V2: fast detection of configuration drift in Python,,"Horton, Eric ; Parnin, Chris",,"IEEE/ACM International Conference on Automated Software Engineering : [proceedings], 2019, p.477-488",,Configuration management ; Documentation ; Indexes ; Semantics,,,"Code snippets are prevalent, but are hard to reuse because they often lack an accompanying environment configuration. Most are not actively maintained, allowing for drift between the most recent possible configuration and the code snippet as the snippet becomes out-of-date over time. Recent work has identified the problem of validating and detecting out-of-date code snippets as the most important consideration for code reuse. However, determining if a snippet is correct, but simply out-of-date, is a non-trivial task. In the best case, breaking changes are well documented, allowing developers to manually determine when a code snippet contains an out-of-date API usage. In the worst case, determining if and when a breaking change was made requires an exhaustive search through previous dependency versions.
We present V2, a strategy for determining if a code snippet is out-of-date by detecting discrete instances of configuration drift, where the snippet uses an API which has since undergone a breaking change. Each instance of configuration drift is classified by a failure encountered during validation and a configuration patch, consisting of dependency version changes, which fixes the underlying fault. V2 uses feedback-directed search to explore the possible configuration space for a code snippet, reducing the number of potential environment configurations that need to be validated. When run on a corpus of public Python snippets from prior research, V2 identifies 248 instances of configuration drift.",,,,,"Piscataway, NJ, USA: IEEE Press",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_8952262
On the benefits and limits of incremental build of software configurations: an exploratory study,,"Randrianaina, Georges Aaron ; Tërnava, Xhevahire ; Khelladi, Djamel Eddine ; Acher, Mathieu",,"Proceedings of the 44th International Conference on Software Engineering, 2022, p.1584-1596",,,,,"Software projects use build systems to automate the compilation, testing, and continuous deployment of their software products. As software becomes increasingly configurable, the build of multiple configurations is a pressing need, but expensive and challenging to implement. The current state of practice is to build independently (a.k.a., clean build) a software for a subset of configurations. While incremental build has been studied for software evolution and relatively small changes of the source code, it has surprisingly not been considered for software configurations. In this exploratory study, we examine the benefits and limits of building software configurations incrementally, rather than always building them cleanly. By using five real-life configurable systems as subjects, we explore whether incremental build works, outperforms a sequence of clean builds, is correct w.r.t. clean build, and can be used to find an optimal ordering for building configurations. Our results show that incremental build is feasible in 100% of the times in four subjects and in 78% of the times in one subject. In average, 88.5% of the configurations could be built faster with incremental build while also finding several alternatives faster incremental builds. However, only 60% of faster incremental builds are correct. Still, when considering those correct incremental builds with clean builds, we could always find an optimal order that is faster than just a collection of clean builds with a gain up to 11.76%.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3510003_3510190_brief
Will it run?—A proof of concept for smoke testing decentralized data analytics experiments,,"Welten, Sascha ; Weber, Sven ; Holt, Adrian ; Beyan, Oya ; Decker, Stefan",,"Frontiers in medicine, 2024-01, Vol.10, p.1305415",,Algorithms ; Machine learning ; Medicine ; Privacy ; Software ; Web services,,,"The growing interest in data-driven medicine, in conjunction with the formation of initiatives such as the European Health Data Space (EHDS) has demonstrated the need for methodologies that are capable of facilitating privacy-preserving data analysis. Distributed Analytics (DA) as an enabler for privacy-preserving analysis across multiple data sources has shown its potential to support data-intensive research. However, the application of DA creates new challenges stemming from its distributed nature, such as identifying single points of failure (SPOFs) in DA tasks before their actual execution. Failing to detect such SPOFs can, for example, result in improper termination of the DA code, necessitating additional efforts from multiple stakeholders to resolve the malfunctions. Moreover, these malfunctions disrupt the seamless conduct of DA and entail several crucial consequences, including technical obstacles to resolve the issues, potential delays in research outcomes, and increased costs. In this study, we address this challenge by introducing a concept based on a method called Smoke Testing, an initial and foundational test run to ensure the operability of the analysis code. We review existing DA platforms and systematically extract six specific Smoke Testing criteria for DA applications. With these criteria in mind, we create an interactive environment called Development Environment for AuTomated and Holistic Smoke Testing of Analysis-Runs (DEATHSTAR), which allows researchers to perform Smoke Tests on their DA experiments. We conduct a user-study with 29 participants to assess our environment and additionally apply it to three real use cases. The results of our evaluation validate its effectiveness, revealing that 96.6% of the analyses created and (Smoke) tested by participants using our approach successfully terminated without any errors. Thus, by incorporating Smoke Testing as a fundamental method, our approach helps identify potential malfunctions early in the development process, ensuring smoother data-driven research within the scope of DA. Through its flexibility and adaptability to diverse real use cases, our solution enables more robust and efficient development of DA experiments, which contributes to their reliability.",,,,,Switzerland: Frontiers Media SA,,,,,ProQuest Central UK/Ireland; Publicly Available Content Database; PubMed Central Open Access; DOAJ Directory of Open Access Journals,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_10801058
The Impact of Code Ownership of DevOps Artefacts on the Outcome of DevOps CI Builds,,"Kola-Olawuyi, Ajiromola ; Weeraddana, Nimmi Rashinika ; Nagappan, Meiyappan",,"Proceedings (IEEE/ACM International Conference on Mining Software Repositories. Online), 2024, p.543-555",,"Associations, institutions, etc. ; Ciphers ; Refining",,,"DevOps is a key element in sustaining the quality and efficiency of software development. Yet, the effectiveness of DevOps methodologies extends beyond just technological expertise. It is greatly affected by the manner in which teams handle and engage with DevOps artefacts. Grasping the intricacies of code ownership and contribution patterns within DevOps artefacts is vital for refining strategies and ensuring they deliver their full potential.
There are two main strategies to manage DevOps artefacts as suggested in prior work: (1) all project developers need to contribute to DevOps artefacts, and (2) a dedicated group of developers needs to be authoring DevOps artefacts. To analyze which strategy works best for Open-Source Software (OSS) projects, we conduct an empirical analysis on a dataset of 892,193 CircleCI builds spanning 1,689 OSS projects. We employ a two-pronged approach to our study. First, we investigate the impact of chronological code ownership of DevOps artefacts on the outcome of a CI build on a build level. Second, we study the impact of the Skewness of DevOps contributions on the success rate of CI builds at the project level.
Our findings reveal that, in general, larger chronological ownership and higher Skewness values of DevOps contributions are related to more successful build outcomes and higher rates of successful build outcomes, respectively. We further find that projects with low Skewness values could have high build success rates when the number of developers in the project is relatively small. Thus, our results suggest that while larger software organizations are better off having dedicated DevOps developers, smaller organizations would benefit from having all developers involved in DevOps.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3643991_3644924
Learning DevOps,,"Verona, Joakim ; Duffy, Michael ; Swartout, Paul",,,,Computer software ; Development,,,"About This BookGet to know the background of DevOps so you understand the collaboration between different aspects of an IT organization and a software developerDeploy top-quality software and ensure software maintenance and release management with this practical guideThis course covers some of the most exciting technology available to DevOps engineers, and demonstrates multiple techniques for using themReal-world and realistic examples are provided to help you as you go about the implementation and adoption of continuous delivery and DevOpsWho This Book Is For This course is for developers who want to understand how the infrastructure that builds today's enterprises works, and how to painlessly and regularly ship quality software. What You Will LearnSet up and familiarize yourself with all the tools you need to be efficient with DevOpsDesign an application that is suitable for continuous deployment systems with DevOps in mindTest the code using automated regression testing with Jenkins SeleniumManaging the lifecycle of hosts, from creation to ongoing management using Puppet RazorFind out how to manage, use, and work with Code in the Git version management systemSee what traps, pitfalls, and hurdles to look out for as you implement continuous delivery and DevOpsIn Detail Harness the power of DevOps to boost your skill set and make your IT organization perform better. If you're keen to employ DevOps techniques to better your software development, this course contains all you need to overcome the day-to-day complications of managing complex infrastructures the DevOps way. Start with your first module - Practical DevOps - that encompasses the entire flow from code from testing to production. Get a solid ground-level knowledge of performing code testing, and make sure the code is running smoothly through a series of real-world exercise, and develop
practical skills by creating a sample enterprise Java application. In the second module, run through a series of tailored mini-tutorials designed to give you a complete understanding of every DevOps automation technique. Create real change in the way you deliver your projects by utilizing some of the most commendable software available today. In the final module, get to grips with the continuous delivery techniques that will help you reduce the time and effort that goes into the delivery and support of software.",,,,,"Birmingham: Packt Publishing, Limited",2016,1,713,,eBook Academic Collection - Worldwide,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_ebookcentral_EBC4696563
Examining Cryptography and Randomness Failures in Open-Source Cellular Cores,,"English, K. Virgil ; Bennett, Nathaniel ; Thorn, Seaver ; Butler, Kevin R. B. ; Enck, William ; Traynor, Patrick",,"Proceedings of the Fourteenth ACM Conference on Data and Application Security and Privacy, 2024, p.43-54",,,,,"Industry is increasingly adopting private 5G networks to securely manage their wireless devices in retail, manufacturing, natural resources, and healthcare. As with most technology sectors, open-source software is well poised to form the foundation of deployments, whether it is deployed directly or as part of well-maintained proprietary offerings. This paper seeks to examine the use of cryptography and secure randomness in open-source cellular cores. We design a set of 13 CodeQL static program analysis rules for cores written in both C/C++ and Go and apply them to 7 open-source cellular cores implementing 4G and 5G functionality. We identify two significant security vulnerabilities, including predictable generation of TMSIs and improper verification of TLS certificates, with each vulnerability affecting multiple cores. In identifying these flaws, we hope to correct implementations to fix downstream deployments and derivative proprietary projects.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3626232_3653259_brief
Continuous Integration for HPC with Github Actions and Tapis,,"Pachev, Benjamin ; Stuart, Georgia ; Dawson, Clint; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",,"Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-4",,High performance computing,,,"Continuous integration and deployment (CICD) are fundamental to modern software development. While many platforms such as GitHub and Atlassian provide cloud solutions for CICD, these solutions don’t fully meet the unique needs of high performance computing (HPC) applications. These needs include, but are not limited to, testing distributed memory and scaling studies, both of which require an HPC environment. We propose a novel framework for running CICD workflows on supercomputing resources. Our framework directly integrates with GitHub Actions and leverages TACC’s Tapis API for communication with HPC resources. The framework is demonstrated for PYthon Ocean PArticle TRAcking (PYOPATRA), an HPC application for Lagrangian particle tracking.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3535124_brief
Minimizing privilege for building HPC containers,,"Priedhorsky, Reid ; Canon, R. Shane ; Randles, Timothy ; Younge, Andrew J.",,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis, 2021, p.1-14",,Classification ; Computer architecture ; Containers ; High performance computing ; Productivity ; Supercomputers,,,"HPC centers face increasing demand for software flexibility, and there is growing consensus that Linux containers are a promising solution. However, existing container build solutions require root privileges and cannot be used directly on HPC resources. This limitation is compounded as supercomputer diversity expands and HPC architectures become more dissimilar from commodity computing resources. Our analysis suggests this problem can best be solved with low-privilege containers. We detail relevant Linux kernel features, propose a new taxonomy of container privilege, and compare two open-source implementations: mostly-unprivileged rootless Podman and fully-unprivileged Charliecloud. We demonstrate that low-privilege container build on HPC resources works now and will continue to improve, giving normal users a better workflow to securely and correctly build containers. Minimizing privilege in this way can improve HPC user and developer productivity as well as reduce support workload for exascale applications.",,,,,"New York, NY, USA: ACM",,,,,IEEE Proceedings Order Plans (POP All) 1998-Present; ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_ieee_primary_9910066
ATTEST: Automated and Thorough Testing of Embedded Software in Teaching,,"Kissich, Meinhard ; Weinbauer, Klaus ; Baunach, Marcel; Mottok, Jürgen",,"Proceedings of the 5th European Conference on Software Engineering Education, 2023, p.199-203",,,,,"Dependability requirements are getting increasingly stringent in embedded systems, demanding highly skilled developers. One crucial point in building up expertise is getting precise feedback in programming courses at university to recognize flaws and learn from mistakes. Depending on the assignment and learning outcome, the assessment may include testing for the implementation’s completeness, correctness, performance, and robustness. A timely and in-depth review for a large number of course participants relies on test automation. However, embedded software often includes hardware-dependent code that can only be executed on the target device. Thus, we provide an open-source and remote hardware-in-the-loop testing solution with pre-defined test cases for embedded software particularly designed for teaching in university courses. This paper defines and elaborates on the requirements, gives an insight into design decisions, and evaluates the test system on metrics of our Real-Time Operating Systems course.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3593663_3593678
