Title,Vernacular Title,Creator,Contributor,Is Part Of,Dissertation,Subject,MESH subjects,Genre,Description,Contents,Other title,Related titles,Series,Publisher,Creation Date,Edition,Format,Frequency,Source,Bound with,permalink
spl-js-engine: a JavaScript tool to implement software product lines,,"Cortiñas, Alejandro ; Luaces, Miguel R. ; Pedreira, Óscar",,"Proceedings of the 26th ACM International Systems and Software Product Line Conference - Volume B, 2022, p.66-69",,,,,"In 2015, our research laboratory started the definition and implementation of a Software Product Line (SPL) for the generation of web-based Geographic Information Systems. Tooling support for SPL was scarce, and we did not found any suitable alternative to implement the mentioned product line. Therefore, we built spl-js-engine, a JavaScript library that, following the annotative approach, can generate final product source code from the annotated code, the feature model of the product line, and a product specification. spl-js-engine validates the specification of the product against the feature model prior to the generation. Since its first implementation, we have used this tool in many occasions both in the academia and the industry contexts.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3503229_3547035_brief
Engram: the one security platform for modern software supply chain risks,,"Nadgowda, Shripad",,"Proceedings of the Eighth International Workshop on Container Technologies and Container Clouds, 2022, p.7-12",,,,,"In the light of recent increase in the number of cybersecurity incidents affecting organizations of different kinds and sizes, security of software supply chain is becoming mission critical. At the core, supply chain security is a multi-disciplinary paradigm that includes security of code and infrastructure, provenance collection and auditability, cryptographic identity and verification, transparency and more. There are a number of emerging frameworks, standards, tools being developed and implemented in practice to bring security and compliance assurance through application lifecycle. Although, in certain aspects, this approach has been of a corrective-kind to accommodate traditional practices. For instance, to bring visibility into the microservice application builds, solutions are being developed to introspect docker build process. In engram, we present a novel approach to be applied at different stages during application lifecycle to modernize the overall security and compliance posture.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3565384_3565889_brief
Types that Change: The Extensible Type Design Pattern,,"Perez, Ivan",,"Proceedings of the 1st ACM SIGPLAN International Workshop on Functional Software Architecture, 2023, p.49-62",,,,,"Compilers are often structured as chains of transformations, from source code to object code, through multiple intermediate representations. The existence of different representations of the same program presents challenges both for code maintenance and in terms of architecture. The types used to capture programs at multiple stages may be similar but not interchangeable, leading to code duplication. Methods to alleviate such duplication often lead to violations of software engineering principles of abstraction and encapsulation. This pearl discusses a design pattern where an algebraic data type (ADT) is extended with an argument type function that is applied to every component of the ADT. The resulting parametric type can be instantiated with multiple type functions, each providing a different feature. We demonstrate the versatility of this pattern by capturing notions of traceability and error recovery, and demonstrate that it can also be used to selectively modify existing types, as well as to extend them. Our proposal has been validated by applying it to a real-world use case with very good results.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3609025_3609475_brief
Container-Based Clinical Solutions for Portable and Reproducible Image Analysis,,"Matelsky, Jordan ; Kiar, Gregory ; Johnson, Erik ; Rivera, Corban ; Toma, Michael ; Gray-Roncal, William",,"Journal of digital imaging, 2018-06, Vol.31 (3), p.315-320",,Containers ; Diagnostic imaging ; Human beings ; Image analysis ; Image processing ; Imaging ; Medicine ; Neurology ; Picture archiving and communication systems in medicine ; Radiology ; Reproducibility of Results ; Workflow,,,"Medical imaging analysis depends on the reproducibility of complex computation. Linux containers enable the abstraction, installation, and configuration of environments so that software can be both distributed in self-contained images and used repeatably by tool consumers. While several initiatives in neuroimaging have adopted approaches for creating and sharing more reliable scientific methods and findings, Linux containers are not yet mainstream in clinical settings. We explore related technologies and their efficacy in this setting, highlight important shortcomings, demonstrate a simple use-case, and endorse the use of Linux containers for medical image analysis.",,,,,Cham: Springer International Publishing,,,,,EBSCOhost CINAHL Complete; EBSCOhost MEDLINE with Full Text; CINAHL; ProQuest Central UK/Ireland; EBSCOhost MEDLINE Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_pubmed_primary_29740715
"FogDocker: Start Container Now, Fetch Image Later",,"Civolani, Lorenzo ; Pierre, Guillaume ; Bellavista, Paolo",,"Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing, 2019, p.51-59",,,,,"Slow software deployment is an important issue in environments such as fog computing where this operation lies in the critical path of providing online services to the end users. The problem is even worse when the virtualized resources are made of modest machines such as single-board computers. This paper leverages the observation that, although Docker images are often very large, only a small fraction of their content is actually accessed by the containers during startup. We therefore propose to reorganize container images and download only the strictly necessary files before starting a container. The remaining image contents can then be downloaded asynchronously while the container is already running. Our performance evaluations show that FogDocker reduces container deployment times in the order of 3-5x on single-board computers and 2-3x on powerful servers, while incurring low runtime overhead and maintaining correctness even in the case a container accesses a file which was not downloaded yet.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3344341_3368811_brief
Unix shell programming: the next 50 years,,"Greenberg, Michael ; Kallas, Konstantinos ; Vasilakis, Nikos",,"Proceedings of the Workshop on Hot Topics in Operating Systems, 2021, p.104-111",,,,,"The Unix shell is a powerful, ubiquitous, and reviled tool for managing computer systems. The shell has been largely ignored by academia and industry. While many replacement shells have been proposed, the Unix shell persists. Two recent threads of formal and practical research on the shell enable new approaches. We can help manage the shell's essential shortcomings (dynamism, power, and abstruseness) and address its inessential ones. Improving the shell holds much promise for development, ops, and data processing.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3458336_3465294_brief
Decades of Striving for Pedagogical and Technological Alignment,,"Haaranen, Lassi ; Ahrenberg, Lukas ; Hellas, Arto; Mühling, Andreas ; Jormanainen, Ilkka",,"Proceedings of the 23rd Koli Calling International Conference on Computing Education Research, 2023, p.1-8",,,,,"Computing educators have a tradition of building systems for supporting students and teachers alike. Systems and their evaluations are also an important topic in computing education research. Learning systems range from very specific such as algorithm visualizations to broad learning management systems, including supporting systems such as Q&A services. Over the years, calls for interoperability have also emerged, fueled by the desire for sharing best practices and content.
In this discussion paper, we consider the challenges with evolving technology and aligning technology with pedagogy. We see that building and using systems is a learning effort that can help the community grow, while we also note that there are no perfect solutions and that there always will be trade-offs in developing and using technology in computing education.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3631802_3631809
"Charliecloud’s layer-free, Git-based container build cache",,"Priedhorsky, Reid ; Ogas, Jordan ; Davis IV, Claude H. (Rusty) ; Hounshel, Z. Noah ; Lee, Ashlyn ; Stormer, Benjamin ; Goff, R. Shane",,"Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, 2023, p.135-146",,,,,"A popular approach to deploying scientific applications in high performance computing (HPC) is Linux containers, which package an application and all its dependencies as a single unit. This image is built by interpreting instructions in a machine-readable recipe, which is faster with a build cache that stores instruction results for re-use. The standard approach (used e.g. by Docker and Podman) is a many-layered union filesystem, encoding differences between layers as tar archives.
We describe a new approach, implemented in Charliecloud: store changing images in a Git repository. Our experiments show this performs similarly to layered caches on both build time and disk usage, with a considerable advantage for many-instruction recipes. Our approach also has structural advantages: better diff format, lower cache overhead, and better file de-duplication. These results show that a Git-based cache for layer-free container implementations is not only possible but may outperform the layered approach on important dimensions.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3624062_3624585
WEATHERGOV: A Table Recognition and Summarization Dataset to Bridge the Gap Between Document Image Analysis and Natural Language Generation,,"Dash, Amanda ; Cote, Melissa ; Albu, Alexandra Branzan",,"Proceedings of the ACM Symposium on Document Engineering 2023, 2023, p.1-10",,,,,"Tables, ubiquitous in data-oriented documents like scientific papers and financial statements, organize and convey relational information. Automatic table recognition from document images, which involves detection within the page, structural segmentation into rows, columns, and cells, and information extraction from cells, has been a popular research topic in document image analysis (DIA). With recent advances in natural language generation (NLG) based on deep neural networks, data-to-text generation, in particular for table summarization, offers interesting solutions to time-intensive data analysis. In this paper, we aim to bridge the gap between efforts in DIA and NLG regarding tabular data: we propose WEATHERGOV+, a dataset building upon the WEATHERGOV dataset, the standard for tabular data summarization techniques, that allows for the training and testing of end-to-end methods working from input document images to generate text summaries as output. WEATHERGOV+ contains images of tables created from the tabular data of WEATHERGOV using visual variations that cover various levels of difficulty, along with the corresponding human-generated table summaries of WEATHERGOV. We also propose an end-to-end pipeline that compares state-of-the-art table recognition methods for summarization purposes. We analyse the results of the proposed pipeline by evaluating WEATHERGOV+ at each stage of the pipeline to identify the effects of error propagation and the weaknesses of the current methods, such as OCR errors. With this research (dataset and code available here1), we hope to encourage new research for the processing and management of inter- and intra-document collections.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3573128_3604901_brief
Performance Evaluation of the Docker Technology on Different Raspberry Pi Models,,"Gamess, Eric ; Parajuli, Mausam",,"Proceedings of the 2023 5th International Electronics Communication Conference, 2023, p.27-37",,,,,"On the one hand, Single-Board Computers (SBCs) are gaining acceptance due to their small form factor, low energy requirements, affordability, versatility, and increasing computing power. On the other hand, containerization is transforming how software applications are developed, managed, and deployed. In particular, containerization has emerged as an innovative solution to the problem of running software applications across diverse environments by encapsulating them into single, lightweight units called containers (binary code, libraries, configuration files, etc), that can be executed consistently on different platforms without dependency issues (missing or incompatible dependencies). In this paper, several SBCs from the Raspberry Pi Foundation were selected and an empirical assessment was performed to analyze how far these SBCs can be used with container technologies (aka Docker). The authors conducted performance tests that included containerizing CPU-intensive applications, web servers, and database servers. According to these tests, even low-profile SBCs such as the Raspberry Pi 3 Model B and Raspberry Pi 3 Model B+ can be considered to run a Docker engine, and the maximum number of containers will depend on the containerized applications. For these two SBCs, the most frequent limitation encountered in the experiments was the small RAM capacity.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3616480_3616485
Advancing Computational Reproducibility in the Dataverse Data Repository Platform,,"Trisovic, Ana ; Durbin, Philip ; Schlatter, Tania ; Durand, Gustavo ; Barbosa, Sonia ; Brooke, Danny ; Crosas, Mercè",,"Proceedings of the 3rd International Workshop on Practical Reproducible Evaluation of Computer Systems, 2020, p.15-20",,,,,"Recent reproducibility case studies have raised concerns showing that much of the deposited research has not been reproducible. One of their conclusions was that the way data repositories store research data and code cannot fully facilitate reproducibility due to the absence of a runtime environment needed for the code execution. New specialized reproducibility tools provide cloud-based computational environments for code encapsulation, thus enabling research portability and reproducibility. However, they do not often enable research discoverability, standardized data citation, or long-term archival like data repositories do. This paper addresses the shortcomings of data repositories and reproducibility tools and how they could be overcome to improve the current lack of computational reproducibility in published and archived research outputs.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3391800_3398173_brief
Containerizing Visualization Software: Experiences and Best Practices,,"Solis, Andrew ; Allen, William J. ; Ferlanti, Erik; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",,"Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-8",,,,,"The standard process for software development has changed dramatically in the past decade. What was once a large effort of installing the same software across different systems has become much more streamlined with the rapid emergence and wide-scale adoption of Docker as the de facto container management ecosystem. Coincidentally, this has had an impact in the HPC and scientific computing community, allowing system maintainers to maintain and install packages with easier effort[12]. This can be seen through the adoption of containers on many large scale systems, including those supported by the Texas Advanced Computing Center (TACC), DOE, XSEDE, and the wider NSF community[23] [34] [15]. An extra layer of work is necessary when developing containers that require visualization technologies. This includes applications that require a windowing system such as X[9] to render GUIs. It can be further difficult when wanting to expose NVIDIA or GPU related capabilities to containers[32]. While the ability to containerize applications is widely available, there is no central resource for creating those with visualization requirements. Our work aims to consolidate common issues for visualization containers, including both similar and unique solutions. We give detail to the various ways we have worked at TACC to make visualization containers more available to researchers using HPC systems, made development easier, and the promise to being applied in lab research spaces. Our hope is to share similar challenges that other researchers may face, and providing possible solutions, so that further adoption of containers can be more easily developed.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3530769_brief
Incremental flattening for nested data parallelism,,"Henriksen, Troels ; Thorøe, Frederik ; Elsman, Martin ; Oancea, Cosmin",,"Proceedings of the 24th Symposium on Principles and Practice of Parallel Programming, 2019, p.53-67",,,,,"Compilation techniques for nested-parallel applications that can adapt to hardware and dataset characteristics are vital for unlocking the power of modern hardware. This paper proposes such a technique, which builds on flattening and is applied in the context of a functional data-parallel language. Our solution uses the degree of utilized parallelism as the driver for generating a multitude of code versions, which together cover all possible mappings of the application's regular nested parallelism to the levels of parallelism supported by the hardware. These code versions are then combined into one program by guarding them with predicates, whose threshold values are automatically tuned to hardware and dataset characteristics. Our unsupervised method---of statically clustering datasets to code versions---is different from autotuning work that typically searches for the combination of code transformations producing a single version, best suited for a specific dataset or on average for all datasets.
We demonstrate---by fully integrating our technique in the repertoire of a compiler for the Futhark programming language---significant performance gains on two GPUs for three real-world applications, from the financial domain, and for six Rodinia benchmarks.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3293883_3295707_brief
Scientific Tests and Continuous Integration Strategies to Enhance Reproducibility in the Scientific Software Context,,"Krafczyk, Matthew ; Shi, August ; Bhaskar, Adhithya ; Marinov, Darko ; Stodden, Victoria",,"Proceedings of the 2nd International Workshop on Practical Reproducible Evaluation of Computer Systems, 2019, p.23-28",,,,,"Continuous integration (CI) is a well-established technique in commercial and open-source software projects, although not routinely used in scientific publishing. In the scientific software context, CI can serve two functions to increase reproducibility of scientific results: providing an established platform for testing the reproducibility of these results, and demonstrating to other scientists how the code and data generate the published results. We explore scientific software testing and CI strategies using two articles published in the areas of applied mathematics and computational physics. We discuss lessons learned from reproducing these articles as well as examine and discuss existing tests. We introduce the notion of a ""scientific test"" as one that produces computational results from a published article. We then consider full result reproduction within a CI environment. If authors find their work too time or resource intensive to easily adapt to a CI context, we recommend the inclusion of results from reduced versions of their work (e.g., run at lower resolution, with shorter time scales, with smaller data sets) alongside their primary results within their article. While these smaller versions may be less interesting scientifically, they can serve to verify that published code and data are working properly. We demonstrate such reduction tests on the two articles studied.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3322790_3330595
Containerized Mobile Sensing Simulation Framework for Smart Agriculture,,"Liu, Jingyu ; Xiao, Xinrui ; Zhao, Yang ; Liu, Jie",,"Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems, 2022, p.766-767",,,,,"We present a containerized mobile sensing simulation (CMOS) framework developed for smart agriculture applications. This framework includes 1) 3D environment and object modeling, 2) mobile platform motion planning and control, and 3) optical sensing simulation, all implemented and connected within containers. Specifically, we build a user-friendly interface for 3D modeling, e.g., cornfield modeling using Blender. We use an unmanned aerial vehicle (UAV) as our mobile sensing platform and integrate UAV 3D model, flight path planning and control with robot operating system (ROS) packages and the Gazebo simulator. We also implemented optical sensing, e.g., collecting RGB image data from cameras in our simulation framework. This framework can be used not only in leaf area index correction and other analytical support for agriculture operations, but also as a synthetic data annotation tool for leaf segmentation and other smart agriculture applications. We demonstrate the major components of the CMOS framework, and how to use it to automatically annotate image data for the leaf segmentation application.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3560905_3568087_brief
Docker: Isolated web servers,,"Bidwell, Jonni",,"Linux format, 2017-10 (229), p.84-87",,Web sites,,,"Because Docker development is pretty rapid, distribution repos struggle to keep up and indeed, most distros have given up trying. Docker maintain repositories for Ubuntu LTSes (14.04, 16.04) as well as the latest 17.04. Docker isn't available for 32-bit machines. Here, Bidwell explains how to install Docker on Ubuntu.",,,,,Bath: Future Publishing Ltd,,,,,ProQuest Central UK/Ireland,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_2050585580
The C-MĀIKI Gateway: A Modern Science Platform for Analyzing Microbiome Data,,"Cleveland, Sean ; Arisdakessian, Cedric ; Nelson, Craig ; Belcaid, Mahdi ; Frank, Kiana ; Jacobs, Gwen; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",,"Practice and Experience in Advanced Research Computing 2022: Revolutionary: Computing, Connections, You, 2022, p.1-7",,Information storage and retrieval systems,,,"In collaboration with the Center for Microbiome Analysis through Island Knowledge and Investigations (C-MĀIKI), the Hawaii EPSCoR Ike Wai project and the Hawaii Data Science Institute, a new science gateway, the C-MĀIKI gateway, was developed to support modern, interoperable and scalable microbiome data analysis. This gateway provides a web-based interface for accessing high-performance computing resources and storage to enable and support reproducible microbiome data analysis. The C-MĀIKI gateway is accelerating the analysis of microbiome data for Hawaii through ease of use and centralized infrastructure.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3491418_3530291_brief
tapiserí: Blueprint to modernize DevSecOps for real world,,"Nadgowda, Shripad ; Luan, Laura",,"Proceedings of the Seventh International Workshop on Container Technologies and Container Clouds, 2021, p.13-18",,,,,"Micro-service application pattern has revolutionize the overall software delivery lifecycle. Modularization has allowed breaking monolithic application into independent components that can be developed faster and automation in CICD has enabled high velocity deployment of applications to the cloud. Such a modernization has mandated a need to put security at the center of the workflow from code to container, giving rise to the DevSecOps paradigms. Although effectiveness of the existing DevSecOps solutions is limited by lack of good development practices and narrow scope where it is applied for security analytic only around code hygiene, like vulnerability scanning, license auditing, etc. We discuss our survey on these challenges and highlight their security implications. In tapiserí we then present wider perspective to design a DevSecOps solution that addresses prevalent challenges around supply chain security, build security for micro-services, ensures integrity of the pipelines themselves and brings transparency and auditability to the process.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3493649_3493655_brief
Revitalizing ns-3’s Direct Code Execution,,"Chatterjee, Parth Pratim ; Henderson, Thomas R.; Henderson, Thomas ; Polese, Michele ; Liu, Yuchen ; Gamess, Eric",,"Proceedings of the 2022 Workshop on ns-3, 2022, p.57-64",,High performance computing,,,"This paper reports on significant updates that were made to ns-3’s Direct Code Execution (DCE) feature to restore its compatibility with modern Linux distributions and kernel stacks. Recent versions of the GNU C standard library introduced security features that blocked DCE’s preferred mode of operation, and DCE’s ability to incorporate the TCP/IP kernel stack from recent Linux kernels was also disrupted by kernel evolution. This paper describes the challenges and possible solutions to each issue and summarizes the solution that was implemented to restore compatibility. Finally, a Docker-based environment was configured to ease the installation and usage of DCE for ns-3, expanding the range of Linux distributions supported. The result of this project is a forthcoming DCE release supporting Ubuntu 20.04 distributions natively, and others via Docker, and initial support for Linux kernel 5.10 use for IPv4-based applications. Our performance evaluation highlights the need to next work on performance profiling to improve execution speed.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3532577_3532606
Minimizing Cold Start Times in Serverless Deployments,,"Khan, Daniyaal ; Subba, Basant ; Sharma, Sangeeta",,"Proceedings of the 2022 Fourteenth International Conference on Contemporary Computing, 2022, p.156-161",,,,,"Serverless deployments of Cloud Applications involve containerizing an application that then remains dormant(cold) until a trigger event like a user visiting an endpoint occurs. The host machine then provisions this dormant container into a Virtual Machine that serves the request and then stays idle, waiting for subsequent requests to come in(warm). While the performance for requests made while a container is warm is indistinguishable from a fully managed server stack, requests when a container is cold can take several seconds because of the overheads involved in VM provisioning. The time at which a container goes from warm to cold is decided by the host VM depending on existing load and it’s configuration.
This paper aims to come up with methods to reduce the frequency and duration of cold starts occurring across different workloads and cloud providers. By changing base images, lazy loading I/O and DB initializations and modifying CPU capacity the cold start times on GCP Cloud Run were reduced by upto 5% and 10.5% for simple and database dependent workloads respectively.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3549206_3549234_brief
Top 5 FedRAMP-Ready Hardened Container Image Providers in 2026,,"Blackwood, Amelia",,"DevX.com [BLOG], 2026",,Cloud computing ; Compliance ; Cryptography,,,,,,,,Chatham: Newstex,,,,,ProQuest One Business,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_proquest_miscellaneous_3362669802
Studying the Performance Risks of Upgrading Docker Hub Images: A Case Study of WordPress,,"Sabuhi, Mikael ; Musilek, Petr ; Bezemer, Cor-Paul",,"Proceedings of the 2022 ACM/SPEC on International Conference on Performance Engineering, 2022, p.97-104",,,,,"The Docker Hub repository contains Docker images of applications, which allow users to do in-place upgrades to benefit from the latest released features and security patches. However, prior work showed that upgrading a Docker image not only changes the main application, but can also change many dependencies. In this paper, we present a methodology to study the performance impact of upgrading the Docker Hub image of an application, thereby focusing on changes to dependencies. We demonstrate our methodology through a case study of 90 official images of the WordPress application. Our study shows that Docker image users should be cautious and conduct a performance test before upgrading to a newer Docker image in most cases. Our methodology can assist them to better understand the performance risks of such upgrades, and helps them to decide how thorough such a performance test should be.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3489525_3511683
Developing and Evaluating In Situ Visualization Algorithms using Containers,,"Will, Michael ; Wofford, Quincy ; Patchett, John ; Rogers, David ; Lukasczyk, Jonas ; Garth, Christoph",,"ISAV'21: In Situ Infrastructures for Enabling Extreme-Scale Analysis and Visualization, 2021, p.6-11",,,,,"Fundamental research into in situ visualization and analysis techniques is difficult to access for visualization researchers due to the overwhelming complexity and effort of constructing and managing in situ software stacks that allow reproducible evaluation of novel in situ visualization and analysis techniques. To address this problem, we describe EZ-ISAV, a work-in-progress towards a framework for easy construction of customizable in situ pipelines in container images. Designed for portability and ease of use, these images are intended to serve as proof-of-concept cases for in situ visualization and analysis research. Furthermore, we describe the EZ-ISAV repository, an open repository of turn-key, ready-made container images that can strongly reduce the overhead of developing and evaluating in situ techniques and provide improved reproducibility and portability of in situ visualization research.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3490138_3490141
An architecture for data integrity in untrustworthy social networks,,"Silva, Carlos Eduardo da ; Young, Angus",,"Proceedings of the 37th ACM/SIGAPP Symposium on Applied Computing, 2022, p.1732-1739",,,,,"Social media platforms have the power to massively influence public opinion, and as such, are under increased pressure to submit to state regulation. They operate under a centralised model, in which users should trust the service provider that the information being presented has not been altered. This paper presents an architecture for enabling independent verification of content integrity in social networks. Our solution assumes a scenario of an untrustworthy social network provider, utilising public key cryptography for signing user content, and distributed hash tables for storing detached signatures. We have developed a proof of concept system that has been used to demonstrate the feasibility of the proposed solution.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3477314_3507001_brief
Product-lining the elinvar wealthtech microservice platform,,"Pinnecke, Marcus",,"Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume B, 2021, p.60-68",,,,,"Software product lining is the act of providing different but related software products under the same brand, known as a software product line (SPL). As engineering, management and validation of SPLs is far from trivial, special solutions for software product line engineering (SPLE) have a continuous momentum in both academic and industry. In general, it is hard to judge when to reasonably favor SPLE over alternative solutions that are more common in the industry. In this paper, we illustrate how we as Elinvar manage variability within our WealthTech Platform as a Service (PaaS) at different granularity levels, and discuss methods for SPLE in this context. More in detail, we share our techniques and concepts to address configuration management, and show how we manage a single microservice SPL including inter-service communication. Finally, we provide insights into platform solutions by means of packages for our clients. We end with a discussion on SPLE techniques in context of service SPLs and our packaging strategy. We conclude that while we are good to go with industry-standard approaches for microservice SPLs, the variability modeling and analysis advantages within SPLE is promising for our packaging strategy.",,,,,"New York, NY, USA: ACM",,,,,ACM Digital Library Complete,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_acm_books_10_1145_3461002_3473947
A platform for validation and verification of models for concrete and concrete structures,,"J.F. Unger ; Unger, J.F. ; Robens-Radermacher, A. ; A. Robens-Radermacher ; S.M. Rosenbusch ; Rosenbusch, S.M. ; Tyagi, D. ; D. Tyagi ; D. Iglezakis ; Iglezakis, D. ; M. Jafarkhani ; Jafarkhani, M.; Meschke, Guünther ; Pichler, Bernhard ; Rots, Jan G.",,"Computational Modelling of Concrete and Concrete Structures, 2026, p.275-282",,,,,"The reliable validation and verification of simulation models is a key challenge in computational engineering, especially for complex materials and multi-physics problems. Existing approaches are often computationally intensive and tailored to specific setups, making generalization and objective comparison across models and codes difficult. This paper presents a concept for a reproducible and extensible benchmarking platform designed for any FEM or CFD-based simulation setup, with concrete modeling as a motivating example.
The platform aims to facilitate data exchange between experimentalists and simulation researchers, enable transparent comparison of models and implementations, and support referencing models with quality criteria in engineering standards. Key components include a machine-readable database structure for experimental metadata, standardized calibration procedures, and quality metrics that account for uncertainties. The platform supports integration of open-source constitutive model libraries into commercial codes, promoting interoperability and community-driven benchmarking. A federated database infrastructure enables sharing and publication of experimental and simulation results, with full provenance tracking to ensure reproducibility. Interactive visualization tools allow users to query, explore, and compare models and results.
While the conceptual framework is well developed, a complete implementation is still in progress. Community contributions are needed to realize a broad set of benchmarks and develop tool-agnostic, machine-readable model definitions. The proposed platform aims to advance reproducibility, transparency, and robustness in computational modeling and simulation practice across engineering domains.",,,,,CRC Press,,1,,,OAPEN; DOAB: Directory of Open Access Books,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_informaworld_taylorfrancisbooks_10_1201_9781003660026_32_version2
Symbiotic 11 Predicate Abstraction Joins the Party: Competition Contribution,,"Ayaziová, Paulína ; Jonáš, Martin ; Mihalkovič, Vincent ; Sedláček, Jindřich ; Strejček, Jan; Junges, Sebastian ; Katz, Guy",,"Tools and Algorithms for the Construction and Analysis of Systems, 2026, p.583-588",,,,,"Symbiotic  11 is the first version of Symbiotic that features predicate abstraction. We implemented the recently introduced technique of symbolic execution with implicit predicate abstraction in the underlying symbolic executor Slowbeast. Additionally, we improved non-termination checking and witness production. We show that these changes have positive effect on the overall performance of Symbiotic  11.",,,Lecture Notes in Computer Science,,Cham: Springer Nature Switzerland,,,,,Springer Nature Link / Journals and eBooks - Fully Open Access; SpringerLink Fully Open Access Books,,https://pesquisa.b-on.pt/permalink/351BON_INST/cbhhhe/cdi_springer_books_10_1007_978_3_032_22749_2_36
